Company Name,Position,Skills Required,Experience,Others ,Work Type,Company Overview
Technext,Digital marketing manager,"Email marketing, Mailchimp, Klaviyo, Campaign automation, A/B testing, Open/click rate analysis",1,,Onsite,"Mindset of the management, career prgression holds after certain period of time"
Technext,Digital marketing manager,"Social media strategy, Instagram marketing, Facebook business tools, TikTok campaigns, Engagement tracking, Scheduling tools",0,,Onsite,This is a local Company of Sylhet.
Technext,Digital marketing manager,"Google Analytics, GA4, Data Studio, UTM tracking, Traffic analysis, Conversion rate optimization (CRO)",1,,Onsite,"Working at Technext feels like being part of a big, happy team"
Technext,Digital marketing manager,"CRM tools, HubSpot, Salesforce, Customer segmentation, Lead scoring, Lifecycle marketing",0,,Onsite,"There's no drama here, just a cool space where new ideas are cheered on."
Technext,Digital marketing manager,"Branding strategy, Tone of voice, Competitive analysis, Target audience research, Positioning",1,,Onsite,"We can work from home when we need to, and the company plans fun stuff to keep our work-life balance in check."
Technext,Digital marketing manager,"Canva, Adobe Photoshop, Video editing basics, Creative brief development, Asset management",0,,Onsite,"For newbies like me, it's been a gold mine."
Technext,Digital marketing manager,"Team leadership, Project management, Marketing funnels, KPI tracking, Marketing automation tools, Cross-functional communication",1,,Onsite,"As they are a small team of around 50 people, there might be a point where it's harder to climb higher after 4 or 5 years."
Technext,Full stack developer,"HTML, CSS, JavaScript, Responsive Design, Flexbox, Bootstrap, Tailwind CSS, SASS, BEM methodology",2,,Onsite,A good place to learn
Technext,Full stack developer,"React.js, Component Lifecycle, State Management (Redux/Context API), JSX, Hooks, Next.js, React Query, Styled Components",2,,Onsite,Great work environment
Technext,Full stack developer,"Node.js, Express.js, REST API creation, Middleware, Routing, NestJS, GraphQL, WebSockets",2,,Onsite,Great co-workers
Technext,Full stack developer,"MySQL, MongoDB, PostgreSQL, Basic CRUD operations, Schema design, Mongoose, Sequelize, Data indexing & aggregation pipelines",1,,Onsite,Lot of experiment with the HR policy that sometimes end in unhappy employee
Technext,Full stack developer,"Git, GitHub basics, Version control, Branching, Commit best practices, GitLab CI/CD, Rebase, Release management",2,,Onsite,Friendly environment and you can learn so many things
Technext,Full stack developer,"Docker basics, Containers, Images, Dockerfile, Volumes, Docker Compose, Kubernetes intro, Multi-stage builds",2,,Onsite,They don't provide lunch or coffee. Only provide tea
Technext,Full stack developer,"Authentication basics (login/signup), JWT, Session Management, OAuth2, Firebase Auth, RBAC, Social login integration",2,,Onsite,Great work environment. Learning culture Flexibility
Technext,Full stack developer,"Unit Testing (Jest/Mocha), Test structure, Assertions, Debugging, Cypress for E2E testing, TDD workflows, Mocking services",1,,Onsite,Super friendly environment No work pressure Learning facility Easy leave policy 5 day office
Technext,Full stack developer,"Basic web security (HTTPS, Input validation, CORS), CSRF/XSS prevention, Helmet.js, Secure HTTP headers, OWASP",2,,Onsite,No lunch facility No profit share bonus
Technext,Full stack developer,"Agile basics, Team collaboration, Task breakdown, Sprint reviews, Jira, Notion, API documentation with Swagger/Postman, GitHub Projects",1,,Onsite,Pay salary on time and good environment
Technext,Front end developer,"HTML5, CSS3, JavaScript (ES6+), Responsive Design, Flexbox, Grid, Bootstrap, Tailwind CSS",0,,Onsite,I dont found cons in my experiance
Technext,Front end developer,"React.js, JSX, Virtual DOM, Component Lifecycle, Hooks, Redux, Context API, Next.js",1,,Onsite,People are happy and helpful.
Technext,Front end developer,"CSS Preprocessors: SASS, LESS, BEM methodology, PostCSS, Styled Components, Emotion",0,,Onsite,You will get the salary on time.
Technext,Front end developer,"Webpack, Babel, npm/yarn, Module bundling, Code splitting, Hot Module Replacement (HMR)",1,,Onsite,"It's in Sylhet, the most liveable place in Bangladesh."
Technext,Front end developer,"Cross-browser compatibility, Accessibility (a11y), ARIA roles, Semantic HTML",0,,Onsite,Great working environment. Agile Systems.
Technext,Front end developer,"REST APIs, Fetch API, Axios, GraphQL basics, JSON handling, Async/Await",1,,Onsite,I've not found any cons. Everything is good.
Technext,Front end developer,"Unit Testing (Jest), Integration Testing, React Testing Library, Cypress for E2E tests",0,,Onsite,Great cutural programs daily
Technext,Front end developer,"Version Control with Git, GitHub, Branching strategies, Pull requests, Code reviews",1,,Onsite,Long working hours
Technext,Front end developer,"Performance optimization, Lazy loading, Image optimization, Code minification, Lighthouse audits",1,,Onsite,You will learn new things every day.
Technext,Front end developer,"Agile methodologies, Jira, Trello, Team collaboration, UI/UX basics, Design tools (Figma, Adobe XD)",2,,Onsite,Life is slow at Sylhet.
Optimizely Bangladesh,Business analyst,"Data analysis, Excel (VLOOKUP, Pivot Tables), Google Sheets, SQL basics, Descriptive statistics, Power Query",2,,Onsite,Not assigned work by higher management despite requests. Ended up filling in for the project manager.
Optimizely Bangladesh,Business analyst,"Advanced SQL, Data visualization, Joins & Subqueries, Aggregation, Data cleansing, PostgreSQL, MySQL",1,,Onsite,Great teammates to work with. Good benefits. Opportunity to travel on occasion.
Optimizely Bangladesh,Business analyst,"Power BI, Tableau, Google Data Studio, Dashboard creation, KPI tracking, Filters & Slicers",2,,Onsite,This was a dream job and dream company for a long time. Management was helpful and supportive. Everything we did together was a joy and you looked forward to meetings.
Optimizely Bangladesh,Business analyst,"Requirements gathering, Stakeholder communication, BRD/FRD documentation, User stories, Use cases, Acceptance criteria",3,,Onsite,Great product teams. It was fun to work with everyone on a day to day basis.
Optimizely Bangladesh,Business analyst,"Business process modeling, Flowcharts, BPMN, UML diagrams, Swimlane diagrams, Lucidchart, Draw.io",2,,Onsite,Decent pay and benefits depending on where you live
Optimizely Bangladesh,Business analyst,"Agile methodology, Scrum ceremonies, Product backlog, Sprint planning, Jira, Confluence, User acceptance testing (UAT)",3,,Onsite,Great if you are in Dhaka because they pay well for Bangledesh so that they could fire expensive Americans & Europeans
Optimizely Bangladesh,Business analyst,"Communication skills, Presentation, Report writing, Stakeholder engagement, Meeting facilitation, Negotiation",2,,Onsite,Leadership has been assuming they were going to sell for 4 years; they made NO long term plan and it shows.
Optimizely Bangladesh,Business analyst,"Gantt charts, MS Project, Trello, Risk assessment, Timeline estimation",1,,Onsite,They continually change their plans because they don't understand the long term and then punish their teams for not immediately changing and making a better quarter for themselves on policies implemented mid-quarter
Optimizely Bangladesh,Business analyst,"MS Office Suite, Notion, Slack, Miro, Business Intelligence tools, Cloud collaboration (Google Workspace)",2,,Onsite,"They punish feedback and difficult questions, holding meeting to ""answer questions"" but screening out anything that isn't congratulatory"
Optimizely Bangladesh,Business analyst,"Slack, Miro, Business Intelligence tools, Cloud collaboration",1,,Onsite,Work life balance was great. Laid back compared to other tech companies that I have seen.
Optimizely Bangladesh,Business analyst,"Power BI, Tableau, Google Data Studio, Dashboard creation",1,,Onsite,"By far the worst US benefit offering I have ever seen. No performance rewards, but they did this cute little thing called Bonusly to give props and points to your colleagues."
Optimizely Bangladesh,Software engineer,"Java, Python, C++, Object-Oriented Programming (OOP), Design Patterns, SOLID principles",1,,Onsite,That is no where near how much you can get rewarded with bonus/stock options though.
Optimizely Bangladesh,Software engineer,"Data Structures, Algorithms, Problem-solving, Time & Space Complexity, LeetCode/Codeforces practic",2,,Onsite,"Health insurance is the worst of all, I don't even know if the company even covers any part of the premium because all plans are insanely expensive for the deductibles being very high."
Optimizely Bangladesh,Software engineer,"Spring Boot, Django, Express.js, RESTful APIs, MVC architecture, Dependency Injection",1,,Onsite,The leadership is mediocre at best.
Optimizely Bangladesh,Software engineer,"MySQL, PostgreSQL, MongoDB, SQL Joins, Query Optimization, Mongoose/Sequelize",2,,Onsite,Immediate co-workers have your back
Optimizely Bangladesh,Software engineer,"Version Control (Git), GitHub, GitLab, Branching & Merging, Pull Requests, CI integrations",1,,Onsite,Work-life balance depending on your dept
Optimizely Bangladesh,Software engineer,"Unit Testing (JUnit, PyTest), Test Coverage, TDD, Mocking frameworks, Integration Testing",2,,Onsite,Good company holiday policies
Optimizely Bangladesh,Software engineer,"Linux fundamentals, Shell Scripting, SSH, Crontab, File permissions, Command-line tools",1,,Onsite,"Talented, hardworking colleagues who genuinely try to execute on executive leadership’s vision."
Optimizely Bangladesh,Software engineer,"Docker, Containers, Docker Compose, CI/CD pipelines, GitHub Actions, Jenkins, Deployment automation",2,,Onsite,"Name recognition in the industry, though it's becoming less meaningful."
Optimizely Bangladesh,Software engineer,"System Design basics, Low-Level Design (LLD), High-Level Design (HLD), Scalability, Caching, Load Balancing",1,,Onsite,"If you enjoy corporate politics, this is the place to be."
Optimizely Bangladesh,Software engineer,"Agile methodologies, Scrum, Sprint planning, Jira, Collaboration tools (Slack, Notion), Code documentatio",2,,Onsite,ack of Clear Direction: Executive leadership continuously blames execution failures on teams rather than acknowledging that the strategy itself is flawed from the start.
Optimizely Bangladesh,Staff data scientist,"Python, Pandas, NumPy, Scikit-learn, PySpark, Spark",1,,Onsite,Best company ever with an outstanding CEO!
Optimizely Bangladesh,Staff data scientist,"Machine Learning algorithms, Recommender Systems, NLP, Generative AI, LLMs",2,,Onsite,There is a lot of travel involved.
Optimizely Bangladesh,Staff data scientist,"Vertex AI, Azure OpenAI, Google Cloud Platform (GCP), AWS, Azure",2,,Onsite,"Customer-centric, growth culture Strong company vision"
Optimizely Bangladesh,Staff data scientist,"ML pipeline design, Model deployment, MLFlow, Kubeflow, Model monitoring",2,,Onsite,Moving up in the analyst reports and rapidly innovating Strong ELT
Optimizely Bangladesh,Staff data scientist,"GitHub, GitHub Actions, CI/CD pipelines, Version control best practices",2,,Onsite,Brand recognition is still lower than some of the weaker competitors
Optimizely Bangladesh,Staff data scientist,"Docker, Kubernetes, Terraform, Cloud infrastructure, Scalable ML systems",2,,Onsite,"A lot of unfulfilled potential but for talented people coming in, this is a +"
Optimizely Bangladesh,Staff data scientist,"SQL, Advanced queries, Data wrangling, ETL pipelines, Airflow",2,,Onsite,The Executive team is truly making steering us in a positive direction.
Optimizely Bangladesh,Staff data scientist,"Clean code principles, Modular coding, TDD, Unit & Integration testing",2,,Onsite,Flexible hours Work from home
Optimizely Bangladesh,Staff data scientist,"Leadership, Team mentoring, Strategic planning, Cross-functional collaboration",2,,Onsite,Very encouraging for hitting quota and booking meetings
Optimizely Bangladesh,Staff data scientist,"Business storytelling, Stakeholder communication, Product-focused data science, Translating technical to non-technical",3,,Onsite,Way too many meetings throughout the day
Optimizely Bangladesh,Business Intelligence Analyst,"Power BI, Tableau, Google Data Studio, Dashboard creation, Visual storytelling, Drill-down reports",2,,Onsite,"Stable career, good pay basic benefits"
Optimizely Bangladesh,Business Intelligence Analyst,"SQL (joins, subqueries, window functions), Stored procedures, Query optimization, Relational databases (MySQL/PostgreSQL)",2,,Onsite,"Lots of internal changes, no stocks"
Optimizely Bangladesh,Business Intelligence Analyst,"Excel (pivot tables, VLOOKUP, Power Query), Google Sheets, Data cleansing, Automation macros",1,,Onsite,"Great work environment, no micromanagement, supportive management, decent benefits, opportunity for growth"
Optimizely Bangladesh,Business Intelligence Analyst,"Data interpretation, KPI tracking, Weekly/monthly/quarterly reporting, Operational dashboards, Trend forecasting",2,,Onsite,"I absolutely love the company, truly, almost everything about it, but our quota is unattainable."
Optimizely Bangladesh,Business Intelligence Analyst,"SPSS, SAS, R, Descriptive statistics, Hypothesis testing, Regression analysis",2,,Onsite,global company and ability to grow career
Optimizely Bangladesh,Business Intelligence Analyst,"Data transformation, ETL basics, Working with raw data, Table/view creation, Collaboration with data engineers",2,,Onsite,plenty of change and acquisitions when I joined
Optimizely Bangladesh,Business Intelligence Analyst,"Root cause analysis, Pattern recognition, Business process analysis, Performance monitoring, Gap identification",2,,Onsite,Senior leadership is scattered at best
Optimizely Bangladesh,Business Intelligence Analyst,"Stakeholder communication, Report presentation, Business needs translation, Non-technical collaboration",1,,Onsite,Salary and benefits are okay
Optimizely Bangladesh,Business Intelligence Analyst,"Agile environment, Task prioritization, Cross-functional teamwork, JIRA/Trello for reporting projects",2,,Onsite,Great support from peers and immediate manager
Optimizely Bangladesh,Business Intelligence Analyst,"Attention to detail, Data accuracy, Documentation practices, Report standardization, Continuous improvement mindset",2,,Onsite,This company stands out for its exceptional team and clear vision.
Optimizely Bangladesh,AI Engagement Manager,"AI product enablement, Internal training, Educational content creation, Technical writing, Workshop facilitation",1,,Onsite,"Cultural, Less pressure, less deadlines"
Optimizely Bangladesh,AI Engagement Manager,"AI tools evaluation, Prompt engineering basics, LLM tool assessment, Market research, Vendor comparison frameworks",2,,Onsite,"Food is bad, Night shift"
Optimizely Bangladesh,AI Engagement Manager,"Cross-team collaboration, Stakeholder management, Communication bridging, Requirement gathering, Feedback loops",2,,Onsite,"Good pay, positive company culture, good executive engagement, great products."
Optimizely Bangladesh,AI Engagement Manager,"Project coordination, Agile workflow, Prioritization, Task tracking, Tools like Jira, Notion, Confluence",1,,Onsite,The health insurance is not great.
Optimizely Bangladesh,AI Engagement Manager,"AI tool customization, Workflow integration, User-centric design, Process mapping, UI/UX familiarity",2,,Onsite,The people you work with are really friendly.
Optimizely Bangladesh,AI Engagement Manager,"Change management, User adoption strategies, Digital transformation, Pilot rollout coordination, Scaling initiatives",1,,Onsite,The company needs to hire more people to match the workload.
Optimizely Bangladesh,AI Engagement Manager,"Communication skills, Presentation building, Public speaking, Interpersonal influence, Conflict resolution",2,,Onsite,Friendly people and direct managers Focus on customers and partners
Optimizely Bangladesh,AI Engagement Manager,"Basic AI concepts, Natural Language Processing (NLP), Generative AI (ChatGPT, Copilot), AI use case framing",2,,Onsite,Layoffs at the first sign of trouble.
Optimizely Bangladesh,AI Engagement Manager,"Experience with SaaS platforms, Enterprise software tools, APIs, AI-enabled product features, Technical onboarding",1,,Onsite,Amazing talent to work with that makes it enjoyable to come in every day. Products are innovative and leading in industry.
Optimizely Bangladesh,AI Engagement Manager,"Empathy, Adaptability, Analytical thinking, Curiosity, Results orientation, Continuous learning mindset",2,,Onsite,New upper level management has questionable layoffs only to end up outsourcing top talent.
Optimizely Bangladesh,Visual Brand Design Specialist (Motion Designer),"Motion design brand guidelines, Evergreen animation assets, Brand evolution, Guideline updates",1,,Onsite,Great emphasis on product quality instead of deadlines and process.
Optimizely Bangladesh,Visual Brand Design Specialist (Motion Designer),"Animated web assets, Banner ads creation, Social media video content, Product explainer videos, Tutorial videos",2,,Onsite,Good benefits overall Flexible work-life
Optimizely Bangladesh,Visual Brand Design Specialist (Motion Designer),"Video ads, Commercial creation, Video editing, Audio syncing, Adding music, Sound effects",1,,Onsite,Wish we expanded product functionality further to compete with others like amplitude
Optimizely Bangladesh,Visual Brand Design Specialist (Motion Designer),"Adobe After Effects, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro",2,,Onsite,Flexible work schedule diversity inclusion is a big focus
Optimizely Bangladesh,Visual Brand Design Specialist (Motion Designer),"Lottie, Figma, Web animation technologies, Storyboarding, Visual narratives exploration",1,,Onsite,"crossfunctional teams are unorganized, support lacks proper resources to take care of support issues"
Optimizely Bangladesh,Visual Brand Design Specialist (Motion Designer),"Typography, Color theory, Visual hierarchy, Layout design, Motion graphics principles, Animation techniques, Visual storytelling",2,,Onsite,"Great software, well-rounded suite of products and solutions for the industry."
Optimizely Bangladesh,Visual Brand Design Specialist (Motion Designer),"Collaboration, Web team support, Digital team support, Campaigns team support, Social media team support, Internal communications support",1,,Onsite,Amazing team of people that care about you and the work you do
Optimizely Bangladesh,Visual Brand Design Specialist (Motion Designer),"Deadline management, Independent task management, Multiple timeline management, Global marketing campaigns support",2,,Onsite,A bit disorganized across departments - a lot of teams don't know what the other teams do
Optimizely Bangladesh,Visual Brand Design Specialist (Motion Designer),"Fluency in English, Cross-team communication, Creative adaptation within guidelines, Strong portfolio",1,,Onsite,"f you want to work for a company that's just trying to keep up with the pack, without any real vision or direction, then Optimizely might be the place for you. You’ll get some great colleagues at least."
Optimizely Bangladesh,Visual Brand Design Specialist (Motion Designer),"Empathy, Adaptability, Analytical thinking, Curiosity, Results orientation, Continuous learning mindset",2,,Onsite,Finally feel like I'm somewhere I can do great work.
Soft BD Limited,Junior Graphics Designer (Entry-Level) ,"Banner design, Poster design, Brochure design, Social media materials design, Event branding support, On-site creative support",2,,Onsite,They provide food but the quality is very low. How can they provide an employee such kind of third class food.
Soft BD Limited,Junior Graphics Designer (Entry-Level) ,"Basic video content creation, Video editing assistance, Motion graphics (basic knowledge)",1,,Onsite,"The management is very toxic, they micromanage everything."
Soft BD Limited,Junior Graphics Designer (Entry-Level) ,"Adobe Photoshop, Adobe Illustrator, Adobe Premiere Pro",2,,Onsite,They can't provide salary in time.
Soft BD Limited,Junior Graphics Designer (Entry-Level) ,"Collaboration with project team, Align designs with project objectives, Creative support for government project deployment",2,,Onsite,"They doesn't have any stable HR policy, it keeps change by their own interest and the HR policy is only for their benefit"
Soft BD Limited,Junior Graphics Designer (Entry-Level) ,"Travel to project locations, Work outside Dhaka when required, Support field-level branding activities",1,,Onsite,Employees are friendly
Soft BD Limited,Junior Graphics Designer (Entry-Level) ,"Ability to work under tight deadlines, Adaptability to dynamic work environment, Quick response to design requests",2,,Onsite,"If you resign, they will not pay your last month salary (I didn't get till now)"
Soft BD Limited,Junior Graphics Designer (Entry-Level) ,"Visual content design for events, Campaign materials creation, Branding material updates",1,,Onsite,Leave is not approved easily
Soft BD Limited,Junior Graphics Designer (Entry-Level) ,"Communication skills, Team collaboration, Basic client interaction",2,,Onsite,"3 days late entry, cut your salary for one day"
Soft BD Limited,Junior Graphics Designer (Entry-Level) ,"Commitment to learn, Enthusiasm for design, Willingness to handle diverse design tasks, Curiosity to explore new tools",1,,Onsite,"No out time from office, most of the time you have to stay at office idle"
Soft BD Limited,Junior Graphics Designer (Entry-Level) ,"be Illustrator, Adobe Premiere Pro, Collaboration with project team, Align designs with project objectives",2,,Onsite,Treats and acts as if its a garments not a software company. All works are done in a rush.
Soft BD Limited,AI/ML Engineer (Junior to Mid-Level),"LLM workflows, NLP systems, Prompt engineering, Context retention, Chained interactions, Agentic systems",1,,Onsite,"Good learning opportunity for freshers, but be prepared to handle a lot of pressure initially."
Soft BD Limited,AI/ML Engineer (Junior to Mid-Level),"AI model development, Machine learning models, Deep learning models, Statistical modeling, Predictive modeling",2,,Onsite,Indoor games available.
Soft BD Limited,AI/ML Engineer (Junior to Mid-Level),"Python programming, scikit-learn, TensorFlow, PyTorch, Pandas, NumPy, Jupyter Notebooks",1,,Onsite,Supportive teammates.
Soft BD Limited,AI/ML Engineer (Junior to Mid-Level),"LangChain applications, Memory management, End-to-end LLM solutions, Langraph for knowledge graphs, Entity recognition systems",1,,Onsite,"Top management lacks professionalism, with noticeable immaturity. The CEO, in particular, has an excessive personal ego."
Soft BD Limited,AI/ML Engineer (Junior to Mid-Level),"Experimentation, Rapid prototyping, Algorithm testing, R&D environment adaptation",1,,Onsite,. For Increment you have to act like a bagger and they liked it.
Soft BD Limited,AI/ML Engineer (Junior to Mid-Level),"Data wrangling, Structured and unstructured data analysis, Text and image data handling",1,,Onsite,Good for freshers to start their career.
Soft BD Limited,AI/ML Engineer (Junior to Mid-Level),"Model deployment, MLOps lifecycle management, Docker, FastAPI, MLflow, API development",1,,Onsite,Subsidized lunch
Soft BD Limited,AI/ML Engineer (Junior to Mid-Level),"Collaboration with software engineers, Data engineers, Product teams, Cross-functional teamwork",3,,Onsite,Management is into micromanagement
Soft BD Limited,AI/ML Engineer (Junior to Mid-Level),"AI research updates, Professional development, Creativity, Innovation-driven mindset",1,,Onsite,"Food Provision – While not free, meals are provided, which can ease some financial burden on employees."
Soft BD Limited,AI/ML Engineer (Junior to Mid-Level),"NLP systems, Prompt engineering, Context retention, Chained interactions, Agentic systems",1,,Onsite,"Incompetent Management – Poor decision-making, replacing experienced engineers with interns."
Soft BD Limited,Technical Business Analyst,"Requirement gathering, Requirement analysis, Requirement documentation, Business requirements translation, Functional specifications, Technical specifications",1,,Onsite,Low-Quality Software – Excessive bugs and poor development.
Soft BD Limited,Technical Business Analyst,"Collaboration with stakeholders, Clients, Project managers, Developers, Cross-functional communication",1,,Onsite,"The higher the number of employees, the higher the learning opportunity"
Soft BD Limited,Technical Business Analyst,"Solution design, Scalable technical solutions, Feasibility analysis, Process optimization",2,,Onsite,Poor decision-making and Lots of toxic people
Soft BD Limited,Technical Business Analyst,"Wireframes, Process flows, Data flow diagrams, Visual modeling",3,,Onsite,Great environment for Fresher to gather experiences
Soft BD Limited,Technical Business Analyst,"Documentation maintenance, User stories creation, Technical documentation, Process workflows",2,,Onsite,"The salary has been given lately, and there is no coffee facility."
Soft BD Limited,Technical Business Analyst,"Test plan development, Execute tests, Ensure software meets business requirements, User acceptance testing (UAT) coordination",1,,Onsite,The company cultivates a supportive and collaborative culture
Soft BD Limited,Technical Business Analyst,"Support project planning, Timeline creation, Deliverable tracking, Assist project managers",2,,Onsite,Friendly Environment and provide lunch
Soft BD Limited,Technical Business Analyst,"Agile methodology, Use of tools like ClickUp, JIRA, Visio, Lucidchart",3,,Onsite,Always delay in salaries
Soft BD Limited,Technical Business Analyst,"UML basics, Solution architecture basics, SDLC methodology understanding",2,,Onsite,Poor office culture
Soft BD Limited,Technical Business Analyst,"Analytical skills, Problem-solving skills, Communication skills, Interpersonal skills, Stakeholder engagement",1,,Onsite,Poor management they dont know what they are doing
Soft BD Limited,Software engineer,"Software development, Application design, Code implementation, Code review, Debugging",2,,Onsite,Dont ruin your career here
Soft BD Limited,Software engineer,"Requirement analysis, System design, Technical specifications, Solution architecture, Scalability considerations",1,,Onsite,f you leave they hold all your compensation provident fund and then you literally have to beg them to pay it.
Soft BD Limited,Software engineer,"Programming languages (e.g., Python, Java, C#, JavaScript), Frameworks (e.g., Spring, Django, .NET, React, Angular)",2,,Onsite,There are no pros to tell i am sorry
Soft BD Limited,Software engineer,"Database design, SQL, NoSQL, Data modeling, Query optimization",1,,Onsite,here are no structure of work. You could get assigned to any project any time and they will expect you to do it no matter you have 8 projects pending.
Soft BD Limited,Software engineer,"API design, RESTful services, GraphQL, Microservices architecture",2,,Onsite,You are expected to work overtime pretty much everyday (if you are a developer) and they don't provide any overtime.
Soft BD Limited,Software engineer,"Version control systems (Git), Branching strategies, Merge requests, CI/CD pipelines",1,,Onsite,They don't give increment unless you are working on a project they are living on no matter how much time you spend their.
Soft BD Limited,Software engineer,"Unit testing, Integration testing, Automated testing, Test-driven development (TDD)",2,,Onsite,Paid leaves once permanent
Soft BD Limited,Software engineer,"Agile development, Scrum participation, Sprint planning, Backlog refinement",2,,Onsite,Some recreational activities once a year
Soft BD Limited,Software engineer,"Documentation writing, Code commenting, Knowledge sharing, Technical presentations",2,,Onsite,The company has no vision and no goals.
Soft BD Limited,Software engineer,"Problem-solving skills, Analytical thinking, Team collaboration, Adaptability, Continuous learning mindset",1,,Onsite,If you are not good at oiling senior management you can't survive here.
Soft BD Limited,Intern - software engineer,"Assist in software development, Code implementation, Debugging, Bug fixing, Code review participation",1,,Onsite,Dirty office politics.
Soft BD Limited,Intern - software engineer,"Learn system design basics, Understand project architecture, Follow technical specifications, Support feature development",0,,Onsite,Makes fake promises during interviews then doesn't keep them and threatens to fire once asked for it.
Soft BD Limited,Intern - software engineer,"Programming in Python, Java, JavaScript, C#, Familiarity with frameworks (e.g., Django, Spring, React)",0,,Onsite,SoftBD has a cooperative workplace.
Soft BD Limited,Intern - software engineer,"API usage, Build simple REST endpoints, Understand microservices basics, Assist in integration tasks",1,,Onsite,They should improve their lunch menu.
Soft BD Limited,Intern - software engineer,"Database basics, SQL queries, Data retrieval, Simple data modeling, NoSQL exposure",0,,Onsite,Strong development team
Soft BD Limited,Intern - software engineer,"Write unit tests, Perform basic testing, Learn automated testing tools, Support QA team",0,,Onsite,Good place for growth and learn
Soft BD Limited,Intern - software engineer,"Use version control (Git), Commit changes, Pull requests, Understand branching strategies",0,,Onsite,"Less increment, Less work life balance"
Soft BD Limited,Intern - software engineer,"Participate in Agile meetings, Daily stand-ups, Sprint planning, Retrospectives",0,,Onsite,Salary should be increase annually
Soft BD Limited,Intern - software engineer,"Prepare basic documentation, Write code comments, Update readme files, Share learnings",1,,Onsite,The company has developed a unique culture of growth and development.
Soft BD Limited,Intern - software engineer,"Curiosity, Willingness to learn, Team collaboration, Communication skills, Adaptability to new technologies",1,,Onsite,should give employees more opportunities like medical support
Beximco,Maintenance electrician,"Electrical maintenance, PLC programming, wiring diagnostics, safety standards",2,,Onsite,all boss talks too much and make toxic environment.
Beximco,Mechanic,"Mechanical troubleshooting, equipment repair, preventive maintenance, technical documentation",1,,Onsite,Profit bonus is comparatively good
Beximco,Internship,"Basic Java, Python, SQL, Git, JIRA, problem-solving",0,,Onsite,Best in The Dhaka City
Beximco,Cyber security analyst,"Firewall management, SIEM, penetration testing, Wireshark, cybersecurity frameworks",3,,Onsite,He works at BEXIMCO IT company which is a renowned place in Bangladesh
Beximco,Payroll executive,"Payroll software (QuickBooks), Excel, HR compliance, data entry, financial reporting",2,,Onsite,low salary is not fulfilled my family demand
Beximco,Production coordinator,"Project coordination, scheduling, ERP systems, team communication, MS Office",1,,Onsite,Good natural environment is the cause
Beximco,Production supervisor,"Process optimization, team supervision, quality control, ERP, safety protocols",1,,Onsite,I have got lot of teachers who triend me as a student. By this way i can learn new things every moments. It makes me happy and increase my curiosity to learn more for improve my skill and technique.
Beximco,Fabric technologist,"Material testing, quality assurance, technical documentation, supply chain coordination",2,,Onsite,"I want to work in a reputed company like Beximco where I can improve my skills,learn new things, generate new ideas, implement new innovation."
Beximco,Web developer,"React, JavaScript, HTML/CSS, REST APIs, Git, Agile",2,,Onsite,Its good Company with a lot new experiences to gather.
Beximco,Web developer,"PHP, Laravel, MySQL, JavaScript, Bootstrap, version control",3,,Onsite,Salary on time between 1 to 10
Beximco,Information technology,"Networking (TCP/IP, DNS), Linux, AWS, cybersecurity basics, ITIL",3,,Onsite,"Good, professional, consistent pay structure"
Beximco,Technical support engineer,"Cisco, VoIP protocols, JIRA, network troubleshooting",1,,Onsite,Too much of politics and salary not given on time delay of 3-4 months
Beximco,Merchandising manager,"Inventory management, CRM, negotiation, market analysis, MS Excel",2,,Onsite,"down salary, tough moving to other companies"
Beximco,Jonior software engineer,"Python, Django, SQLite, HTML/CSS, basic JavaScript, Git",0,,Onsite,"suitable office, best support from senior developer"
Beximco,Executive,"Business operations, MS Excel, client coordination, CRM, report preparation",1,,Onsite,It has a great team to work with
Beximco,Executive administration,"Office management, scheduling, MS Office, document preparation, team coordination",1,,Onsite,Huge pressure in the work field
Beximco,Assistant manager,"Project coordination, MS Project, Agile, team supervision, client communication",1,,Onsite,"Big brand, good environment, reputation"
Beximco,Quality controller in charge,"Quality assurance, testing standards, JIRA, process auditing, compliance",0,,Onsite,Timely salary & bonus. House allowance.
Beximco,Office manager,"Administrative management, MS Office, budgeting, team coordination, CRM",2,,Onsite,Best company i have ever got into.
Beximco,Executive,"Data analysis, presentation skills, CRM, business reporting, MS Excel",1,,Onsite,nice corporate environment with friendly colleagues.
Flyte Solutions,Data analyst,"Data collection, Data cleaning, Data preprocessing, Data validation, Data integration",0,,Onsite,Clear pathways for career advancement and skill development within the company.
Flyte Solutions,Data analyst,"Collaboration with stakeholders, Clients, Project managers, Developers, Cross-functional communication",1,,Onsite,Supportive mentors encourage learning and professional growth.
Flyte Solutions,Data analyst,"Solution design, Scalable technical solutions, Feasibility analysis, Process optimization",1,,Onsite,Sometimes the workload distribution feels uneven during peak project phases.
Flyte Solutions,Data analyst,"Wireframes, Process flows, Data flow diagrams, Visual modeling",1,,Onsite,"The team is highly collaborative, and leadership encourages open communication and creative solutions."
Flyte Solutions,Data analyst,"Documentation maintenance, User stories creation, Technical documentation, Process workflows",0,,Onsite,The management team genuinely cares about career growth and invests in training and development
Flyte Solutions,Data analyst,"Test plan development, Execute tests, Ensure software meets business requirements, User acceptance testing (UAT) coordination",0,,Onsite,"The work pace can sometimes be intense, especially when we're working on tight deadlines."
